,Unnamed: 0,location,state,checking_amt,duration,credit_history,purpose,credit_amount,savings,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,foreign_worker,class,application_date,works_outside_US,kmeans_labels
638,638,"Los Angeles, CA",California,0.0,12.0,'existing paid',education,1393,0.0,>=7,4,'male single',none,4,'life insurance',47,bank,Other,3,skilled,2,yes,Bad,2/4/1996,yes,0
639,639,"Palm Beach, FL",Florida,0.0,24.0,'existing paid',radio/tv,1376,0.0,4<=X<7,4,'female div/dep/mar',none,1,Other,31,none,own,1,skilled,1,yes,Bad,2/5/1996,yes,0
640,640,"Cook, IL",Illinois,0.0,60.0,'delayed previously',radio/tv,15653,0.0,4<=X<7,2,Unknown,none,4,Other,21,none,own,2,skilled,1,no,Bad,2/6/1996,no,1
641,641,"Wayne, MI",Michigan,0.0,12.0,'existing paid',radio/tv,1493,0.0,<1,0,'female div/dep/mar',none,3,car,31,none,own,1,skilled,2,yes,Bad,2/7/1996,yes,0
642,642,"New York, NY",New York,-583.41,42.0,'delayed previously',radio/tv,4370,96.22,4<=X<7,3,'male single',none,2,'life insurance',26,bank,own,2,skilled,2,yes,Bad,2/8/1996,yes,2
643,643,"Harris, TX",Texas,-2290.21,18.0,'existing paid',education,750,65.14,unemployed,4,'female div/dep/mar',none,1,'real estate',27,none,own,1,'unemp/unskilled non res',1,yes,Good,2/9/1996,yes,0
644,644,"Los Angeles, CA",California,72.58,15.0,'existing paid',repairs,1308,76.14,>=7,4,Unknown,none,4,car,38,none,own,2,'unskilled resident',Unknown,yes,Good,2/10/1996,yes,0
645,645,"Cook, IL",Illinois,0.0,15.0,'existing paid',education,4623,0.0,1<=X<4,3,'male single',none,2,'life insurance',40,none,own,1,'high qualif/self emp/mgmt',1,yes,Good,2/11/1996,yes,2
646,646,"Wayne, MI",Michigan,0.0,20.0,'critical/other existing credit',radio/tv,1851,0.0,4<=X<7,4,'male mar/wid',guarantor,2,car,33,none,own,2,skilled,1,no,Good,2/12/1996,no,0
647,647,"New York, NY",New York,-4262.11,18.0,'critical/other existing credit',radio/tv,1880,86.87,Unknown,4,'male mar/wid',none,0,'life insurance',32,none,own,2,'high qualif/self emp/mgmt',1,yes,Bad,2/13/1996,yes,0
648,648,"Harris, TX",Texas,0.0,36.0,'delayed previously',Unknown,7980,0.0,<1,4,'male single',none,4,car,27,none,rent,2,skilled,1,yes,Good,2/14/1996,yes,1
649,649,"Los Angeles, CA",California,-9608.79,30.0,no credit history,Unknown,4583,89.41,1<=X<4,2,'male div/sep',guarantor,0,'real estate',32,none,Other,2,skilled,1,yes,Good,2/15/1996,yes,2
650,650,"Cook, IL",Illinois,0.0,12.0,'existing paid','new car',1386,0.0,1<=X<4,2,'female div/dep/mar',none,2,'life insurance',31,none,own,1,skilled,1,yes,Good,2/16/1996,yes,0
651,651,"Wayne, MI",Michigan,5218.31,24.0,'existing paid','new car',3234,99.04,4<=X<7,4,'male single',none,3,'no known property',38,bank,'for free',0,Other,2,no,Good,2/17/1996,no,2
652,652,"New York, NY",New York,-9112.68,12.0,'existing paid',education,684,98.28,1<=X<4,4,'male single',none,4,Other,40,none,rent,1,'unskilled resident',2,no,Bad,2/18/1996,no,0
653,653,"New York, NY",New York,-2145.27,48.0,'existing paid',education,7476,31.97,4<=X<7,4,'male single',none,1,'no known property',50,none,'for free',1,Other,1,yes,Good,2/19/1996,yes,1
654,654,"Lucas, OH",Ohio,67.5,12.0,'existing paid',furniture/equipment,1922,94.12,1<=X<4,4,'male single',none,2,'life insurance',37,none,own,1,'unskilled resident',1,no,Bad,2/20/1996,no,0
655,655,"Harris, TX",Texas,-5275.22,24.0,'existing paid',Unknown,2303,75.09,>=7,4,'male single','co applicant',1,'real estate',45,none,own,1,skilled,1,yes,Good,2/21/1996,yes,0
656,656,"Los Angeles, CA",California,99.84,36.0,'delayed previously','new car',8086,125.55,>=7,0,'male single',none,4,car,42,none,own,4,'high qualif/self emp/mgmt',1,yes,Bad,2/22/1996,yes,1
657,657,"Cook, IL",Illinois,0.0,24.0,'critical/other existing credit','used car',2346,0.0,4<=X<7,4,'male single',Unknown,3,car,35,none,Other,2,Other,1,no,Good,Feb-23-1996,no,0
658,658,"Wayne, MI",Michigan,0.0,14.0,'existing paid',Unknown,3973,0.0,unemployed,1,'male single',none,4,'no known property',31,none,'for free',1,skilled,1,yes,Good,2/24/1996,yes,2
659,659,"Wayne, MI",Michigan,79.58,12.0,'existing paid','new car',888,10.02,>=7,4,'male single',none,4,car,41,bank,own,1,'unskilled resident',2,yes,Good,2/25/1996,yes,0
660,660,"New York, NY",New York,0.0,48.0,'existing paid',Unknown,10222,0.0,4<=X<7,4,'male single',none,3,car,37,stores,own,1,skilled,1,Unknown,Good,2/26/1996,Unknown,1
661,661,"New York, NY",New York,43.97,30.0,no credit history,business,4221,80.29,Unknown,2,'female div/dep/mar',Unknown,1,car,28,none,own,2,skilled,Unknown,yes,Bad,2/27/1996,yes,2
662,662,"Lucas, OH",Ohio,0.0,18.0,'critical/other existing credit',furniture/equipment,6361,0.0,>=7,2,'male single',none,1,'no known property',41,none,own,1,skilled,1,no,Good,2/28/1996,no,2
663,663,"Harris, TX",Texas,5584.53,12.0,'existing paid',radio/tv,1297,15.37,1<=X<4,3,'male mar/wid',none,4,'real estate',23,none,rent,1,skilled,1,yes,Good,2/29/1996,yes,0
664,664,"Los Angeles, CA",California,-6047.48,12.0,'existing paid','new car',900,0.0,1<=X<4,4,'male mar/wid',none,2,car,23,none,own,1,skilled,1,no,Good,3/1/1996,no,0
665,665,"Cook, IL",Illinois,0.0,21.0,'existing paid',furniture/equipment,2241,0.0,>=7,4,'male single',none,2,Other,31,none,own,2,skilled,1,no,Bad,3/2/1996,no,0
666,666,"Wayne, MI",Michigan,186.02,6.0,'delayed previously',furniture/equipment,1050,90.78,unemployed,4,'male single',none,1,'life insurance',35,stores,own,2,'high qualif/self emp/mgmt',1,no,Bad,3/3/1996,no,0
667,667,"Harris, TX",Texas,2609.44,6.0,'critical/other existing credit',education,3234,8.9,1<=X<4,2,'female div/dep/mar',none,0,'life insurance',50,none,own,1,'unskilled resident',1,yes,Good,3/4/1996,yes,2
668,668,"Cook, IL",Illinois,0.0,24.0,'critical/other existing credit',other,3234,0.0,unemployed,4,'male single','co applicant',0,'no known property',31,bank,own,0,'high qualif/self emp/mgmt',1,yes,Bad,3/5/1996,yes,2
669,669,"Wayne, MI",Michigan,152.49,30.0,'all paid',furniture/equipment,3496,8297.56,1<=X<4,4,'male single',none,2,Other,34,stores,own,1,skilled,2,no,Good,3/6/1996,no,2
670,670,"Harris, TX",Texas,0.0,48.0,'all paid',business,3609,0.0,1<=X<4,1,'female div/dep/mar',none,0,'real estate',31,stores,own,1,skilled,1,yes,Good,3/7/1996,yes,2
671,671,"Blount, AL",Alabama,-746.1,12.0,'critical/other existing credit','new car',4843,14.57,>=7,3,'male single','co applicant',4,'life insurance',43,none,rent,0,skilled,1,Unknown,Bad,3/8/1996,Unknown,2
672,672,"Cook, IL",Illinois,5885.96,30.0,'critical/other existing credit',radio/tv,3017,3.8,>=7,0,'male single',Unknown,4,'life insurance',47,none,own,1,skilled,1,no,Bad,3/9/1996,no,2
673,673,"Wayne, MI",Michigan,0.0,24.0,'critical/other existing credit',business,4139,0.0,1<=X<4,3,'male single',none,3,'life insurance',27,none,own,0,'unskilled resident',1,no,Bad,3/10/1996,no,2
674,674,"Harris, TX",Texas,0.0,36.0,'existing paid',business,5742,0.0,4<=X<7,0,'male single',Unknown,0,car,31,none,own,2,skilled,1,yes,Bad,3/11/1996,yes,2
675,675,"Cook, IL",Illinois,0.0,60.0,'existing paid','new car',10366,0.0,>=7,2,'male single',none,4,'life insurance',42,none,own,1,Other,1,no,Good,3/12/1996,no,1
676,676,"Harris, TX",Texas,0.0,6.0,'critical/other existing credit','new car',2080,0.0,1<=X<4,1,'male mar/wid',none,2,car,24,Other,own,0,skilled,1,no,Bad,3/13/1996,no,0
677,677,"Cook, IL",Illinois,0.0,21.0,'delayed previously',business,2580,0.0,<1,4,'male single',none,2,Other,41,bank,own,1,'unskilled resident',Unknown,no,Bad,3/14/1996,no,0
678,678,"Harris, TX",Texas,0.0,30.0,'critical/other existing credit',radio/tv,4530,0.0,Unknown,4,'female div/dep/mar',none,4,car,26,none,Other,1,'high qualif/self emp/mgmt',1,Unknown,Bad,3/15/1996,Unknown,2
679,679,"Hale, AL",Alabama,0.0,24.0,'critical/other existing credit',furniture/equipment,5150,0.0,>=7,4,Unknown,none,4,car,33,none,own,1,skilled,Unknown,yes,Good,3/16/1996,yes,2
680,680,"Lauderdale, AL",Alabama,31.31,72.0,'existing paid',radio/tv,5595,309.29,1<=X<4,2,'male mar/wid',none,2,car,24,none,own,1,skilled,1,Unknown,Good,3/17/1996,Unknown,2
681,681,"Lee, AL",Alabama,-5102.86,24.0,'existing paid',radio/tv,2384,93.62,Unknown,4,'male single',none,4,'real estate',64,bank,rent,0,'unskilled resident',1,Unknown,Good,3/18/1996,Unknown,0
682,682,"Madison, AL",Alabama,0.0,18.0,'existing paid',radio/tv,1453,0.0,<1,3,'female div/dep/mar',none,1,Other,31,none,own,1,skilled,1,Unknown,Good,3/19/1996,Unknown,0
683,683,"Monroe, AL",Alabama,0.0,6.0,'existing paid',education,1538,0.0,<1,1,'female div/dep/mar',none,2,'no known property',56,none,own,1,Other,1,yes,Good,3/20/1996,yes,0
684,684,"Perry, AL",Alabama,0.0,12.0,'existing paid',radio/tv,2279,0.0,1<=X<4,4,'male single',Unknown,4,'no known property',37,none,'for free',1,skilled,1,yes,Good,3/21/1996,yes,0
685,685,"Perry, AL",Alabama,0.0,15.0,'delayed previously',radio/tv,1478,0.0,Unknown,0,'male mar/wid',none,3,'real estate',33,bank,own,2,skilled,1,no,Bad,3/22/1996,no,0
686,686,"Russell, AL",Alabama,0.0,24.0,'critical/other existing credit',radio/tv,5103,0.0,<1,0,'male mar/wid',Unknown,3,Other,47,none,'for free',3,skilled,1,no,Bad,3/23/1996,no,2
687,687,"Russell, AL",Alabama,118.46,36.0,no credit history,business,9857,159.43,4<=X<7,1,'male single',none,3,'life insurance',31,Other,own,2,'unskilled resident',2,no,Good,3/24/1996,no,1
688,688,"St. Clair, AL",Alabama,0.0,60.0,'existing paid','new car',6527,0.0,1<=X<4,4,'male single',Unknown,4,'no known property',34,none,'for free',1,skilled,Unknown,yes,Bad,3/25/1996,yes,2
689,689,"Sumter, AL",Alabama,4535.68,10.0,'critical/other existing credit',radio/tv,1347,0.0,4<=X<7,4,'male single',none,2,'life insurance',27,none,Other,2,skilled,1,yes,Bad,3/26/1996,yes,0
690,690,"Tallapoosa, AL",Alabama,165.23,36.0,'delayed previously','new car',2862,189.81,>=7,4,'male single',none,3,'no known property',30,none,'for free',1,skilled,Unknown,yes,Good,3/27/1996,yes,2
691,691,"Winston, AL",Alabama,0.0,9.0,'existing paid',radio/tv,2753,0.0,>=7,3,Unknown,'co applicant',4,Other,35,none,own,1,skilled,1,no,Good,3/28/1996,no,2
692,692,"Ashley, AR",Arkansas,-925.22,12.0,'existing paid','new car',3651,3414.88,1<=X<4,1,'male single',none,3,'life insurance',31,none,own,1,Other,2,no,Good,3/29/1996,no,2
693,693,"Boone, AR",Arkansas,0.0,15.0,'critical/other existing credit',furniture/equipment,975,0.0,1<=X<4,2,'male div/sep',none,3,'life insurance',25,none,Other,2,skilled,1,yes,Good,3/30/1996,yes,0
694,694,"Crawford, AR",Arkansas,99.58,15.0,'existing paid',repairs,2631,271.2,1<=X<4,0,'female div/dep/mar',none,2,'real estate',25,none,own,1,Other,1,yes,Good,3/31/1996,yes,0
695,695,"Garland, AR",Arkansas,78.73,24.0,'existing paid',radio/tv,2896,184.01,<1,2,'male single',none,1,car,29,none,own,1,Other,1,no,Good,4/1/1996,no,2
696,696,"Mississippi, AR",Arkansas,-1364.07,6.0,'critical/other existing credit','new car',4716,0.0,<1,1,'male single',Unknown,3,'real estate',44,none,own,2,'unskilled resident',2,no,Good,4/2/1996,no,2
697,697,"Nevada, AR",Arkansas,0.0,24.0,'existing paid',radio/tv,2284,0.0,4<=X<7,4,'male single',none,2,car,28,none,own,1,skilled,1,no,Good,4/3/1996,no,0
698,698,"Ouachita, AR",Arkansas,0.0,6.0,'existing paid','used car',3234,0.0,1<=X<4,2,'male single',none,4,'life insurance',50,none,rent,1,skilled,1,yes,Good,4/4/1996,yes,2
699,699,"Phillips, AR",Arkansas,24.28,12.0,'existing paid',radio/tv,1103,0.0,4<=X<7,4,'male single',guarantor,3,'real estate',31,none,own,2,skilled,1,no,Bad,4/5/1996,no,0
700,700,"Phillips, AR",Arkansas,0.0,20.0,'critical/other existing credit','new car',926,0.0,Unknown,0,'female div/dep/mar',none,2,'life insurance',38,Other,Other,1,'unemp/unskilled non res',1,no,Good,4/6/1996,no,0
701,701,"Pulaski, AR",Arkansas,0.0,18.0,'critical/other existing credit',radio/tv,3234,0.0,Unknown,4,Unknown,none,2,car,24,none,own,2,Other,Unknown,yes,Good,4/7/1996,yes,2
702,702,"Saline, AR",Arkansas,2644.05,15.0,no credit history,education,1905,94.84,Unknown,4,'male single',none,0,car,40,none,rent,1,'high qualif/self emp/mgmt',1,Unknown,Good,4/8/1996,Unknown,0
703,703,"Woodruff, AR",Arkansas,0.0,12.0,'existing paid',furniture/equipment,1123,0.0,1<=X<4,0,'female div/dep/mar',none,4,car,29,none,rent,1,'unskilled resident',1,yes,Good,4/9/1996,yes,0
704,704,"Coconino, AZ",Arizona,0.0,48.0,'critical/other existing credit','used car',6331,0.0,>=7,4,'male single',none,4,'no known property',46,none,'for free',2,skilled,1,no,Good,4/10/1996,no,2
705,705,"Maricopa, AZ",Arizona,2392.34,24.0,'existing paid',radio/tv,1377,287.97,>=7,4,'female div/dep/mar',none,2,'no known property',47,none,'for free',1,skilled,1,yes,Good,4/11/1996,yes,0
706,706,"Maricopa, AZ",Arizona,124.56,30.0,'delayed previously',business,2503,429.73,>=7,4,'male single',none,2,'life insurance',41,stores,own,2,skilled,Unknown,no,Bad,4/12/1996,no,0
707,707,"Maricopa, AZ",Arizona,175.12,27.0,'existing paid',business,2528,96.82,<1,4,'female div/dep/mar',none,1,'life insurance',32,Other,own,1,skilled,2,Unknown,Bad,4/13/1996,Unknown,0
708,708,"Maricopa, AZ",Arizona,0.0,15.0,'existing paid','new car',5324,0.0,>=7,1,'female div/dep/mar',none,4,Other,31,none,'for free',1,skilled,1,yes,Good,4/14/1996,yes,2
709,709,"Maricopa, AZ",Arizona,43.03,48.0,'existing paid','new car',3234,254.32,4<=X<7,0,'male single',none,2,'life insurance',24,none,own,1,skilled,1,yes,Bad,4/15/1996,yes,2
710,710,"Maricopa, AZ",Arizona,187.67,20.0,'no credits/all paid',Unknown,2969,9.09,<1,4,'female div/dep/mar',none,3,'life insurance',25,none,rent,2,skilled,1,no,Good,4/16/1996,no,2
711,711,"Pima, AZ",Arizona,59.61,9.0,'existing paid',radio/tv,1206,22.92,>=7,4,'female div/dep/mar',none,4,'real estate',25,none,own,1,skilled,1,yes,Bad,4/17/1996,yes,0
712,712,"Yavapai, AZ",Arizona,0.0,20.0,'existing paid',radio/tv,2118,0.0,1<=X<4,2,'male single',none,2,'real estate',37,Other,Other,1,'unskilled resident',2,no,Good,4/18/1996,no,0
713,713,"Yuma, AZ",Arizona,0.0,18.0,'critical/other existing credit',radio/tv,629,0.0,>=7,4,'male single',none,3,'life insurance',31,bank,own,2,'high qualif/self emp/mgmt',1,no,Good,4/19/1996,no,0
714,714,"Alameda, CA",California,0.0,6.0,'all paid',education,1198,0.0,>=7,4,'female div/dep/mar',none,4,'no known property',35,none,'for free',1,skilled,1,yes,Bad,4/20/1996,yes,0
715,715,"Alameda, CA",California,0.0,21.0,'existing paid','used car',2476,0.0,>=7,4,'male single',none,4,'real estate',46,none,own,1,'high qualif/self emp/mgmt',1,no,Bad,4/21/1996,no,0
716,716,"Alameda, CA",California,-7949.53,9.0,'critical/other existing credit',Unknown,1138,65.06,Unknown,4,'male single',none,4,'real estate',25,none,own,2,'unskilled resident',1,no,Good,4/22/1996,no,0
717,717,"Contra Costa, CA",California,189.81,60.0,'existing paid','new car',14027,1.59,4<=X<7,4,'male single',none,2,'no known property',27,none,own,1,'high qualif/self emp/mgmt',1,yes,Good,4/23/1996,yes,1
718,718,"Contra Costa, CA",California,0.0,30.0,'critical/other existing credit','used car',7596,0.0,>=7,1,'male single',none,4,car,63,none,own,0,skilled,1,no,Bad,4/24/1996,no,1
719,719,"Contra Costa, CA",California,0.0,30.0,'critical/other existing credit',radio/tv,3077,0.0,>=7,3,'male single',Unknown,2,car,40,none,Other,2,skilled,2,no,Good,4/25/1996,no,2
720,720,"Contra Costa, CA",California,0.0,18.0,'existing paid',radio/tv,1505,0.0,1<=X<4,4,Unknown,Unknown,2,Other,32,none,'for free',1,'high qualif/self emp/mgmt',1,no,Good,4/26/1996,no,0
721,721,"Fresno, CA",California,8048.88,24.0,'critical/other existing credit',radio/tv,3148,0.0,1<=X<4,0,'male single',none,2,Other,31,none,own,2,skilled,1,no,Bad,4/27/1996,no,2
722,722,"Fresno, CA",California,163.16,20.0,'no credits/all paid','used car',6148,364.78,>=7,0,'male mar/wid',none,0,car,31,bank,own,2,skilled,1,yes,Bad,4/28/1996,yes,2
723,723,"Fresno, CA",California,7880.65,9.0,'no credits/all paid',radio/tv,1337,66.11,Unknown,4,'male single',none,2,car,34,none,Other,2,'high qualif/self emp/mgmt',1,no,Bad,4/29/1996,no,0
724,724,"Humboldt, CA",California,0.0,6.0,'all paid',Unknown,433,0.0,<1,0,'female div/dep/mar',none,2,'life insurance',24,bank,rent,1,skilled,2,no,Bad,4/30/1996,no,0
725,725,"Imperial, CA",California,-7075.13,12.0,no credit history,'new car',1228,10.4,Unknown,0,'female div/dep/mar',none,2,Other,24,none,own,1,Other,1,Unknown,Good,5/1/1996,Unknown,0
726,726,"Kern, CA",California,106.93,20.0,'existing paid',radio/tv,790,893.64,1<=X<4,4,'female div/dep/mar',none,3,'real estate',66,none,own,1,'unskilled resident',Unknown,no,Good,5/2/1996,no,0
727,727,"Los Angeles, CA",California,0.0,27.0,'existing paid','new car',2570,0.0,Unknown,3,'female div/dep/mar',none,3,'real estate',21,none,Other,1,skilled,1,no,Bad,5/3/1996,no,0
728,728,"Los Angeles, CA",California,0.0,6.0,no credit history,'new car',250,0.0,1<=X<4,0,'female div/dep/mar',none,2,'real estate',31,bank,own,2,'unskilled resident',Unknown,Unknown,Good,5/4/1996,Unknown,0
729,729,"Los Angeles, CA",California,0.0,15.0,'critical/other existing credit',radio/tv,1316,0.0,1<=X<4,2,'male mar/wid',none,2,'life insurance',47,none,own,2,'unskilled resident',Unknown,yes,Good,5/5/1996,yes,0
730,730,"Los Angeles, CA",California,-1726.33,18.0,'existing paid',radio/tv,1882,39.45,1<=X<4,4,'female div/dep/mar',none,0,car,25,bank,rent,0,skilled,1,yes,Bad,5/6/1996,yes,0
731,731,"San Francisco, CA",California,71.62,48.0,'all paid',business,6416,99.84,>=7,0,'female div/dep/mar',none,3,'no known property',31,none,rent,0,skilled,1,yes,Good,5/7/1996,yes,2
732,732,"Los Angeles, CA",California,3063.5,24.0,'critical/other existing credit',Unknown,1275,3355.15,Unknown,2,'male div/sep',none,4,'real estate',36,none,own,2,skilled,1,no,Good,5/8/1996,no,0
733,733,"Los Angeles, CA",California,47.73,24.0,'delayed previously',radio/tv,6403,0.0,<1,1,'male single',none,2,car,33,none,own,1,skilled,1,yes,Good,5/9/1996,yes,2
734,734,"Los Angeles, CA",California,-1458.47,20.0,no credit history,radio/tv,1987,47.43,1<=X<4,2,'male single',none,4,'real estate',31,none,rent,1,'unskilled resident',2,yes,Bad,5/10/1996,yes,0
735,735,"Los Angeles, CA",California,33.27,8.0,'existing paid',radio/tv,3234,43.74,4<=X<7,4,'female div/dep/mar',guarantor,2,'real estate',44,none,own,1,'unskilled resident',1,yes,Good,5/11/1996,yes,2
736,736,"Los Angeles, CA",California,0.0,20.0,'existing paid','used car',3234,0.0,1<=X<4,2,Unknown,none,4,car,28,none,Other,1,skilled,1,no,Bad,5/12/1996,no,2
737,737,"San Jose, CA",California,0.0,4.0,'critical/other existing credit','new car',3380,0.0,4<=X<7,1,'female div/dep/mar',none,1,'real estate',37,none,own,1,Other,Unknown,yes,Good,5/13/1996,yes,2
738,738,"Los Angeles, CA",California,71.0,36.0,'all paid','domestic appliance',3990,0.0,<1,0,'female div/dep/mar',Unknown,2,'no known property',29,Other,own,1,'unemp/unskilled non res',1,yes,Bad,5/14/1996,yes,2
739,739,"Los Angeles, CA",California,37.8,24.0,'existing paid','used car',11560,91.89,1<=X<4,1,'female div/dep/mar',none,4,car,23,none,Other,2,'high qualif/self emp/mgmt',1,yes,Good,5/15/1996,yes,1
740,740,"Los Angeles, CA",California,-4024.01,18.0,'existing paid','new car',4380,411.17,Unknown,3,'male single',none,4,car,35,none,Other,1,Other,2,Unknown,Bad,5/16/1996,Unknown,2
741,741,"Los Angeles, CA",California,0.0,6.0,'critical/other existing credit','new car',3234,0.0,4<=X<7,1,'male single',Unknown,3,'no known property',31,none,own,2,'high qualif/self emp/mgmt',2,no,Good,5/17/1996,no,2
742,742,"Palo Alto, CA",California,126.63,30.0,'no credits/all paid',business,4280,374.88,1<=X<4,4,'female div/dep/mar',none,0,car,26,none,rent,2,'unskilled resident',Unknown,no,Good,5/18/1996,no,2
743,743,"Merced, CA",California,-210.65,24.0,'all paid','new car',2325,355.29,4<=X<7,2,'male single',none,3,Other,32,bank,own,1,skilled,1,no,Good,5/19/1996,no,0
744,744,"Monterey, CA",California,138.02,10.0,'all paid',radio/tv,3234,60.77,1<=X<4,4,'male single',none,4,Other,23,stores,Other,1,'unskilled resident',1,yes,Good,5/20/1996,yes,2
745,745,"Monterey, CA",California,0.0,21.0,'existing paid',radio/tv,3160,0.0,>=7,4,'male single',none,3,'life insurance',41,none,own,1,skilled,1,no,Bad,5/21/1996,no,2
746,746,"Monterey, CA",California,-5175.66,24.0,'all paid',furniture/equipment,2483,899.82,1<=X<4,0,'male single',none,4,'real estate',22,stores,own,1,skilled,1,no,Bad,5/22/1996,no,0
747,747,"Nevada, CA",California,-9114.34,39.0,'critical/other existing credit',furniture/equipment,14179,0.0,4<=X<7,0,'male single',none,4,'life insurance',30,Other,own,2,'high qualif/self emp/mgmt',1,yes,Bad,5/23/1996,yes,1
748,748,"Orange, CA",California,-1569.65,20.0,'critical/other existing credit',business,1797,51.04,<1,3,'male single',none,1,'life insurance',28,bank,own,2,'unskilled resident',1,no,Good,5/24/1996,no,0
